ItemNo,Manufacturer Part No,CostPrice,Wimood_Target_Margin,Median_Achieved_Margin_Pct,Competitor_Margin_Pct,CompetitorStatus,SMB01,SMB02,SMB03,SMB04,SMB05,SMB06,SMB07,SMB08,SMB09,SMB10,SMB11,SMB12,SMB13,SMB14,SMB15,SMB16,SMB17,SMB18,SMB19,SMB20,supplierName,LTM Turnover (DKK)
W128955382,UACC-U7-PRO-WALL-COVER,21.23,0.1352,0.0755,,No Main Competitor,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0793,0.083,0.0868,0.0905,0.0943,0.098,0.1018,0.1055,0.1093,0.113,0.1168,0.1205,0.1243,0.128,No comp data,37284.925674
W128986551,UACC-OFC-M2-LULU-15M,15.69,,0.0793,,No Competitor Data,0.0793,0.0793,0.0793,0.0793,0.0793,0.0793,0.083,0.0868,0.0905,0.0943,0.098,0.1018,0.1055,0.1093,0.113,0.1168,0.1205,0.1243,0.128,0.13,No comp data,7675.560181
W128863999,UICARE-USW-PRO-MAX-48-POE-EU-D,1107.68,-0.8084,0.0642,,No Main Competitor,0.025,0.0642,0.0642,0.0642,0.0642,0.0642,0.0679,0.0717,0.0755,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,No comp data,583923.390731
W128407397,UACC-CKG2-PLUS STAND,13.85,0.0137,0.0745,0.0549,Used,0.025,0.0667,0.0667,0.0667,0.0667,0.0667,0.0704,0.0742,0.078,0.0817,0.0854,0.0892,0.093,0.0967,0.1004,0.1042,0.108,0.1117,0.1154,0.1192,ALLNET Deutschland,10062.523164
W128888582,UACC-READER-JB-B,22.16,0.1101,0.0717,,No Main Competitor,0.0717,0.0717,0.0717,0.0717,0.0717,0.0717,0.0755,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,0.1205,0.1242,No comp data,53898.775548
W129050183,U7-PRO-XGS,223.47,0.0104,0.0526,0.0273,Used,0.025,0.0425,0.0425,0.0425,0.0425,0.0425,0.0462,0.05,0.0537,0.0575,0.0612,0.065,0.0688,0.0725,0.0762,0.08,0.0838,0.0875,0.0912,0.095,ALLNET Deutschland,2823012.868558
W129012188,USW-PRO-HD-24,452.34,0.0169,0.0636,0.1261,Outlier - Excluded,0.025,0.0636,0.0636,0.0636,0.0636,0.0636,0.0674,0.0711,0.0748,0.0786,0.0823,0.0861,0.0898,0.0936,0.0973,0.1011,0.1048,0.1086,0.1123,0.1161,Wortmann AG,490797.027796
W128301710,UACC-ADAPTER-POE-USBC,40.62,0.0217,0.0764,0.0615,Used,0.025,0.0705,0.0705,0.0705,0.0705,0.0705,0.0742,0.078,0.0818,0.0855,0.0893,0.093,0.0968,0.1005,0.1043,0.108,0.1118,0.1155,0.1193,0.123,ALLNET Deutschland,83411.517513
W128301709,UBB-XG,812.36,,0.0528,0.1937,Outlier - Excluded,0.0528,0.0528,0.0528,0.0528,0.0528,0.0528,0.0566,0.0603,0.0641,0.0678,0.0716,0.0753,0.0791,0.0828,0.0866,0.0903,0.0941,0.0978,0.1016,0.1053,Wortmann AG,528030.268742
W129147767,UISP-DISH-MINI,120.01,0.0174,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,2051.836062
W128996418,UICARE-UA-HUB-DOOR-D,177.17,-0.8143,0.0759,,No Main Competitor,0.025,0.0759,0.0759,0.0759,0.0759,0.0759,0.0796,0.0834,0.0872,0.0909,0.0946,0.0984,0.1022,0.1059,0.1096,0.1134,0.1172,0.1209,0.1246,0.1284,No comp data,4947.397365
W129089664,UVC-G6-BULLET-W,150.26,0.0455,0.077,0.031,Used,0.031,0.0586,0.0586,0.0586,0.0586,0.0586,0.0624,0.0661,0.0698,0.0736,0.0773,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,ALLNET Deutschland,6069286.525894
FC-SM-100,FC-SM-100,45.23,0.1497,0.078,0.0617,Used,0.0617,0.0715,0.0715,0.0715,0.0715,0.0715,0.0752,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,0.1128,0.1165,0.1203,0.124,ALLNET Deutschland,13872.250413
W128807286,UACC-CABLE-PATCH-EL-0.15M-W,2.95,0.1288,0.0687,0.2041,Outlier - Excluded,0.0662,0.0687,0.0687,0.0687,0.0687,0.0687,0.0725,0.0762,0.08,0.0837,0.0875,0.0912,0.095,0.0987,0.1025,0.1062,0.11,0.1137,0.1175,0.1212,Wortmann AG,234852.399873
W128854532,UACC-AI-THETA-AUDIO-CABLE-1M,13.85,0.1018,0.067,,No Main Competitor,0.067,0.067,0.067,0.067,0.067,0.067,0.0708,0.0745,0.0782,0.082,0.0857,0.0895,0.0932,0.097,0.1007,0.1045,0.1082,0.112,0.1157,0.1195,No comp data,2135.073829
W128986533,UACC-DAC-QSFP28-1M,29.54,0.0664,0.0527,0.0616,Used,0.0527,0.0563,0.0563,0.0563,0.0563,0.0563,0.06,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,ALLNET Deutschland,29144.64789
W128985463,UMR-ULTRA,72.93,0.0846,0.0638,0.0277,Used,0.0277,0.0494,0.0494,0.0494,0.0494,0.0494,0.0532,0.0569,0.0607,0.0644,0.0682,0.0719,0.0757,0.0794,0.0832,0.0869,0.0907,0.0944,0.0982,0.1019,ALLNET Deutschland,612298.066015
W129042616,UACC-OFC-MA-MPMP-10M,80.31,,0.0775,,No Competitor Data,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0813,0.085,0.0887,0.0925,0.0963,0.1,0.1037,0.1075,0.1113,0.115,0.1187,0.1225,0.1263,0.13,No comp data,18044.996809
W126421663,USW-ENTERPRISE-8-POE,351.04,0.0047,0.0638,0.0405,Used,0.025,0.0545,0.0545,0.0545,0.0545,0.0545,0.0583,0.062,0.0657,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,ALLNET Deutschland,2411241.553905
W129012596,UACC-CABLE-PATCH-EL-C6A-5M-W,9.6,0.1281,0.0769,0.0615,Used,0.0615,0.0707,0.0707,0.0707,0.0707,0.0707,0.0745,0.0782,0.082,0.0857,0.0895,0.0932,0.097,0.1007,0.1045,0.1082,0.112,0.1157,0.1195,0.1232,ALLNET Deutschland,51330.894454
W127043309,UACC-CABLE-PATCH-OUTDOOR-8M-W,8.31,0.1264,0.0799,0.0614,Used,0.0614,0.0725,0.0725,0.0725,0.0725,0.0725,0.0762,0.08,0.0838,0.0875,0.0912,0.095,0.0988,0.1025,0.1062,0.11,0.1138,0.1175,0.1212,0.125,ALLNET Deutschland,7753.046739
W129042624,UACC-OFC-SA-MPMP-5M,52.62,,0.1203,,No Competitor Data,0.1203,0.1203,0.1203,0.1203,0.1203,0.1203,0.1215,0.1227,0.1239,0.1252,0.1264,0.1276,0.1288,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,3023.749033
W127222005,U-RACK-6U-TL,232.63,0.0476,0.0621,,No Main Competitor,0.0476,0.0621,0.0621,0.0621,0.0621,0.0621,0.0659,0.0696,0.0734,0.0771,0.0809,0.0846,0.0884,0.0921,0.0959,0.0996,0.1034,0.1071,0.1109,0.1146,No comp data,372860.608849
W128807441,UACC-G4-DB-PRO-COVER-BRICK,22.16,,0.0523,,No Competitor Data,0.0498,0.0523,0.0523,0.0523,0.0523,0.0523,0.0561,0.0598,0.0636,0.0673,0.0711,0.0748,0.0786,0.0823,0.0861,0.0898,0.0936,0.0973,0.1011,0.1048,No comp data,1513.96972
W127043313,UACC-CABLE-PATCH-OUTDOOR-8M-BK,8.31,0.0144,0.0655,,No Main Competitor,0.025,0.0655,0.0655,0.0655,0.0655,0.0655,0.0692,0.073,0.0768,0.0805,0.0843,0.088,0.0918,0.0955,0.0993,0.103,0.1068,0.1105,0.1143,0.118,No comp data,10658.051558
POE-24-24W,POE-24-24W,8.31,0.1408,0.0832,,No Main Competitor,0.0832,0.0832,0.0832,0.0832,0.0832,0.0832,0.0869,0.0907,0.0945,0.0982,0.1019,0.1057,0.1095,0.1132,0.1169,0.1207,0.1245,0.1282,0.13,0.13,No comp data,63256.066895
W128920115,UICARE-U6-ENTERPRISE-D,256.97,-0.8078,0.0833,,No Main Competitor,0.025,0.0833,0.0833,0.0833,0.0833,0.0833,0.0871,0.0908,0.0945,0.0983,0.1021,0.1058,0.1095,0.1133,0.1171,0.1208,0.1245,0.1283,0.13,0.13,No comp data,8031.844437
W128955370,UACC-CAMERA-JB-B,36.93,,0.0638,,No Competitor Data,0.0613,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,No comp data,88007.272158
W127043310,UACC-CABLE-PATCH-OUTDOOR-2M-BK,3.78,0.1243,0.0564,,No Main Competitor,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0601,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,No comp data,4690.034389
W126091191,AF-11,756.97,,0.0619,,No Competitor Data,0.0594,0.0619,0.0619,0.0619,0.0619,0.0619,0.0657,0.0694,0.0732,0.0769,0.0807,0.0844,0.0882,0.0919,0.0957,0.0994,0.1032,0.1069,0.1107,0.1144,No comp data,117400.558102
W129018987,UACC-RETROFIT-POE-2WIRE,72.93,0.1422,0.0761,0.0277,Outlier - Excluded,0.0736,0.0761,0.0761,0.0761,0.0761,0.0761,0.0799,0.0836,0.0873,0.0911,0.0948,0.0986,0.1023,0.1061,0.1098,0.1136,0.1173,0.1211,0.1248,0.1286,ALLNET Deutschland,116644.192411
W129012592,UACC-CABLE-C6A-CMR,218.78,0.0728,0.0792,,No Main Competitor,0.0728,0.0792,0.0792,0.0792,0.0792,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,0.1205,0.1242,0.128,0.13,No comp data,54342.279022
W128863992,UICARE-USW-PRO-MAX-24-POE-EU-D,674.1,-0.8319,0.053,,No Main Competitor,0.025,0.053,0.053,0.053,0.053,0.053,0.0567,0.0605,0.0643,0.068,0.0718,0.0755,0.0793,0.083,0.0868,0.0905,0.0943,0.098,0.1018,0.1055,No comp data,327572.100181
USW-FLEX,USW-FLEX,75.7,0.0462,0.0605,0.0276,Used,0.0276,0.0473,0.0473,0.0473,0.0473,0.0473,0.0511,0.0548,0.0586,0.0623,0.066,0.0698,0.0736,0.0773,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,ALLNET Deutschland,2197407.658547
W128884723,U7-PRO-MAX,204.94,0.0198,0.0526,,No Main Competitor,0.025,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,10338098.091496
W129147838,UICARE-USW-PRO-XG-10-POE-EU-D,628.86,-0.8198,0.0526,,No Main Competitor,0.025,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,61406.094702
W128920255,UICARE-USW-PRO-MAX-16-EU-D,245.23,-0.832,0.081,,No Main Competitor,0.025,0.081,0.081,0.081,0.081,0.081,0.0847,0.0885,0.0922,0.096,0.0997,0.1035,0.1072,0.111,0.1147,0.1185,0.1222,0.126,0.1298,0.13,No comp data,2280.518759
W129042614,UACC-OFC-MA-MPMP-3M,43.39,,0.0416,,No Competitor Data,0.0391,0.0416,0.0416,0.0416,0.0416,0.0416,0.0454,0.0491,0.0529,0.0566,0.0604,0.0641,0.0679,0.0716,0.0754,0.0791,0.0829,0.0866,0.0903,0.0941,No comp data,7184.995171
W128920253,UICARE-UXG-MAX-EU-D,176.31,-0.8247,0.0527,,No Main Competitor,0.025,0.0527,0.0527,0.0527,0.0527,0.0527,0.0564,0.0602,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,No comp data,6502.027269
W128440623,UMR,152.32,,0.0661,,No Competitor Data,0.0636,0.0661,0.0661,0.0661,0.0661,0.0661,0.0699,0.0736,0.0773,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,No comp data,171059.496563
W127111088,UACC-PRO-AP-AM,18.46,0.0607,0.0753,0.0558,Used,0.0558,0.0675,0.0675,0.0675,0.0675,0.0675,0.0712,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,ALLNET Deutschland,48976.216865
SM-SP-40,SM-SP-40,147.7,,0.0638,,No Competitor Data,0.0613,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,No comp data,12126.319259
W128955369,UACC-UPLINK-SFP28-3M,44.31,0.1171,0.064,,No Main Competitor,0.064,0.064,0.064,0.064,0.064,0.064,0.0678,0.0715,0.0752,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,0.1128,0.1165,No comp data,66762.481868
W129276139,UICARE-USW-PRO-XG-48-POE-EU-D_BOM_LICENSE,355.59,,0.0397,,No Competitor Data,0.0372,0.0397,0.0397,0.0397,0.0397,0.0397,0.0435,0.0472,0.051,0.0547,0.0585,0.0622,0.066,0.0697,0.0735,0.0772,0.081,0.0847,0.0885,0.0922,No comp data,38931.097737
NBE-5AC-GEN2,NBE-5AC-GEN2,67.39,,0.084,0.0276,Outlier - Excluded,0.0815,0.084,0.084,0.084,0.084,0.084,0.0878,0.0915,0.0953,0.099,0.1028,0.1065,0.1103,0.114,0.1178,0.1215,0.1253,0.129,0.13,0.13,ALLNET Deutschland,3168827.614675
POE-24-12W-WH,POE-24-12W-WH,5.08,,0.0856,,No Competitor Data,0.0856,0.0856,0.0856,0.0856,0.0856,0.0856,0.0893,0.0931,0.0969,0.1006,0.1043,0.1081,0.1119,0.1156,0.1194,0.1231,0.1269,0.13,0.13,0.13,No comp data,80938.784353
AF-24,AF-24,1107.77,0.1499,0.0782,,No Main Competitor,0.0782,0.0782,0.0782,0.0782,0.0782,0.0782,0.082,0.0857,0.0895,0.0932,0.097,0.1007,0.1045,0.1082,0.112,0.1157,0.1195,0.1232,0.127,0.13,No comp data,209601.314218
IS-5AC,IS-5AC,87.7,0.0228,0.1117,0.0277,Outlier - Excluded,0.025,0.1117,0.1117,0.1117,0.1117,0.1117,0.114,0.1163,0.1186,0.1209,0.1231,0.1254,0.1277,0.13,0.13,0.13,0.13,0.13,0.13,0.13,ALLNET Deutschland,52029.953499
W129012190,UA-G3-FLEX-W,129.95,0.0635,0.0527,,No Main Competitor,0.0527,0.0527,0.0527,0.0527,0.0527,0.0527,0.0564,0.0602,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,No comp data,185003.737305
W129292708,UA-RETROFIT-READER-B-EU,96.93,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,784.224
W128435140,UACC-G5-ENHANCER,73.85,0.1388,0.0736,0.0359,Used,0.0359,0.0585,0.0585,0.0585,0.0585,0.0585,0.0622,0.066,0.0697,0.0735,0.0772,0.081,0.0847,0.0885,0.0922,0.096,0.0997,0.1035,0.1072,0.111,ALLNET Deutschland,45730.66966
W128863976,UICARE-USW-ULTRA-210W-EU-D,176.31,,0.0807,,No Competitor Data,0.0782,0.0807,0.0807,0.0807,0.0807,0.0807,0.0844,0.0882,0.092,0.0957,0.0994,0.1032,0.107,0.1107,0.1144,0.1182,0.122,0.1257,0.1295,0.13,No comp data,414.83926
PBE-5AC-GEN2,PBE-5AC-GEN2,82.86,0.1357,0.0752,0.0075,Outlier - Excluded,0.0727,0.0752,0.0752,0.0752,0.0752,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,0.1202,0.1239,0.1277,ALLNET Deutschland,297979.506885
W129009650,USW-PRO-HD-24-POE,738.51,0.034,0.0473,0.0277,Used,0.0277,0.0394,0.0394,0.0394,0.0394,0.0394,0.0431,0.0469,0.0506,0.0544,0.0581,0.0619,0.0657,0.0694,0.0731,0.0769,0.0806,0.0844,0.0881,0.0919,ALLNET Deutschland,2540672.89878
W129012201,UACC-SWITCH-DIN,11.08,0.1282,0.0685,0.0271,Outlier - Excluded,0.066,0.0685,0.0685,0.0685,0.0685,0.0685,0.0722,0.076,0.0798,0.0835,0.0872,0.091,0.0948,0.0985,0.1022,0.106,0.1098,0.1135,0.1172,0.121,ALLNET Deutschland,25364.525679
W128836272,UA-INTERCOM,216.96,,0.0558,,No Competitor Data,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0595,0.0633,0.067,0.0708,0.0746,0.0783,0.082,0.0858,0.0896,0.0933,0.097,0.1008,0.1046,0.1083,No comp data,182158.343628
W129042586,UACC-OADP-SC-APC-50,6.0,,0.0774,,No Competitor Data,0.0749,0.0774,0.0774,0.0774,0.0774,0.0774,0.0811,0.0849,0.0887,0.0924,0.0961,0.0999,0.1037,0.1074,0.1111,0.1149,0.1187,0.1224,0.1262,0.1299,No comp data,897.895225
W127028471,UACC-OM-SM-10G-S-2,122.78,0.0824,0.0652,0.0277,Used,0.0277,0.0502,0.0502,0.0502,0.0502,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,0.0989,0.1027,ALLNET Deutschland,286885.367445
W126887967,UACC-DAC-SFP28-0.5M,17.54,0.0068,0.0659,0.0616,Used,0.025,0.0642,0.0642,0.0642,0.0642,0.0642,0.0679,0.0717,0.0755,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,ALLNET Deutschland,89288.751212
W126203922,U-CABLE-PATCH-8M-RJ45-BK,5.54,0.0903,0.0775,,No Main Competitor,0.075,0.0775,0.0775,0.0775,0.0775,0.0775,0.0813,0.085,0.0887,0.0925,0.0963,0.1,0.1037,0.1075,0.1113,0.115,0.1187,0.1225,0.1263,0.13,No comp data,12484.381797
W129012191,UA-CARD-B-10,22.16,0.0921,0.0572,0.0275,Used,0.0275,0.0453,0.0453,0.0453,0.0453,0.0453,0.0491,0.0528,0.0566,0.0603,0.064,0.0678,0.0716,0.0753,0.0791,0.0828,0.0866,0.0903,0.0941,0.0978,ALLNET Deutschland,51652.294513
W128881706,UMR-INDUSTRIAL,143.09,0.0392,0.0548,0.0542,Used,0.0392,0.0545,0.0545,0.0545,0.0545,0.0545,0.0583,0.062,0.0657,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,ALLNET Deutschland,1369309.210722
NBE-M5-16,NBE-M5-16,45.23,0.0546,0.0762,,No Main Competitor,0.0546,0.0762,0.0762,0.0762,0.0762,0.0762,0.08,0.0837,0.0875,0.0912,0.095,0.0987,0.1025,0.1062,0.11,0.1137,0.1175,0.1212,0.125,0.1287,No comp data,109489.329793
W128863978,UICARE-USW-24-EU-D,197.54,-0.8436,0.0855,,No Main Competitor,0.025,0.0855,0.0855,0.0855,0.0855,0.0855,0.0893,0.093,0.0968,0.1005,0.1043,0.108,0.1118,0.1155,0.1193,0.123,0.1268,0.13,0.13,0.13,No comp data,1030.105607
W129050741,UA-G3-INTERCOM,280.47,0.0532,0.1149,,No Main Competitor,0.0532,0.1149,0.1149,0.1149,0.1149,0.1149,0.1168,0.1187,0.1206,0.1225,0.1243,0.1262,0.1281,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,678759.402048
W127225665,UACC-CM-RJ45-MG,50.77,0.105,0.0527,0.0278,Used,0.0278,0.0428,0.0428,0.0428,0.0428,0.0428,0.0466,0.0503,0.0541,0.0578,0.0616,0.0653,0.0691,0.0728,0.0766,0.0803,0.0841,0.0878,0.0916,0.0953,ALLNET Deutschland,1101847.035726
ER-4,ER-4,133.86,0.022,0.077,,No Main Competitor,0.025,0.077,0.077,0.077,0.077,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,No comp data,215070.902278
W127024375,UA-READER LITE,72.93,,0.0527,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,26320.675067
W129012600,UACC-CABLE-PATCH-OUTDOOR-C6A-1M-W,6.65,,0.0787,0.0617,Used,0.0617,0.0719,0.0719,0.0719,0.0719,0.0719,0.0757,0.0794,0.0832,0.0869,0.0907,0.0944,0.0982,0.1019,0.1057,0.1094,0.1132,0.1169,0.1207,0.1244,ALLNET Deutschland,28005.936988
W128792507,USW-PRO-MAX-24-POE,579.17,0.0254,0.0526,0.0401,Used,0.0254,0.0476,0.0476,0.0476,0.0476,0.0476,0.0513,0.0551,0.0588,0.0626,0.0663,0.0701,0.0738,0.0776,0.0813,0.0851,0.0888,0.0926,0.0963,0.1001,ALLNET Deutschland,10558525.402806
W129015523,UACC-OM-SFP10-1570,109.85,,0.077,,No Competitor Data,0.0745,0.077,0.077,0.077,0.077,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,No comp data,7861.965632
W129247933,UACC-G6-PTZ-ICM-B,29.3,0.0614,0.1054,,No Main Competitor,0.0614,0.1054,0.1054,0.1054,0.1054,0.1054,0.1085,0.1115,0.1146,0.1177,0.1208,0.1239,0.1269,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,2549.31588
LTU-ROCKET,LTU-ROCKET,288.66,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,2445.47176
W128792509,USW-ULTRA-60W,103.39,0.0262,0.0528,0.0277,Used,0.0262,0.0428,0.0428,0.0428,0.0428,0.0428,0.0466,0.0503,0.0541,0.0578,0.0616,0.0653,0.0691,0.0728,0.0766,0.0803,0.0841,0.0878,0.0916,0.0953,ALLNET Deutschland,2461328.863047
W129015526,UACC-CABLE-USB-100W-0.3M-BK,14.77,,0.0799,,No Competitor Data,0.0799,0.0799,0.0799,0.0799,0.0799,0.0799,0.0837,0.0874,0.0912,0.0949,0.0987,0.1024,0.1062,0.1099,0.1137,0.1174,0.1212,0.1249,0.1287,0.13,No comp data,16381.615918
W128909064,UACC-G5-PTZ-CM,13.85,0.0664,0.0654,,No Main Competitor,0.0629,0.0654,0.0654,0.0654,0.0654,0.0654,0.0692,0.0729,0.0766,0.0804,0.0841,0.0879,0.0916,0.0954,0.0991,0.1029,0.1066,0.1104,0.1141,0.1179,No comp data,27524.385152
W128791901,UVC-AI-THETA-PROLENS110,97.85,,0.0831,0.036,Used,0.036,0.0643,0.0643,0.0643,0.0643,0.0643,0.068,0.0718,0.0755,0.0793,0.083,0.0868,0.0905,0.0943,0.098,0.1018,0.1055,0.1093,0.113,0.1168,ALLNET Deutschland,32332.039686
W128791906,UACC-AI-THETA-PRO-PFM-CAMERA,22.16,,0.0715,0.0356,Used,0.0356,0.0571,0.0571,0.0571,0.0571,0.0571,0.0609,0.0646,0.0684,0.0721,0.0759,0.0796,0.0834,0.0871,0.0909,0.0946,0.0984,0.1021,0.1059,0.1096,ALLNET Deutschland,11924.082661
W127041837,UACC-AOC-SFP28-20M,50.77,,0.0717,,No Competitor Data,0.0717,0.0717,0.0717,0.0717,0.0717,0.0717,0.0755,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,0.1205,0.1242,No comp data,5461.196482
W129112671,UICARE-UDB-PRO-SECTOR-D,209.38,,0.1293,,No Competitor Data,0.1293,0.1293,0.1293,0.1293,0.1293,0.1293,0.1294,0.1295,0.1296,0.1296,0.1297,0.1298,0.1299,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,1409.155403
W127028468,UACC-OM-MM-1G-D-20,118.16,0.0909,0.0554,0.0277,Used,0.0277,0.0443,0.0443,0.0443,0.0443,0.0443,0.048,0.0518,0.0555,0.0593,0.063,0.0668,0.0706,0.0743,0.078,0.0818,0.0856,0.0893,0.093,0.0968,ALLNET Deutschland,94669.433602
W129018986,U-POE+,11.08,0.0514,0.0775,0.0361,Used,0.0361,0.0609,0.0609,0.0609,0.0609,0.0609,0.0646,0.0684,0.0721,0.0759,0.0796,0.0834,0.0872,0.0909,0.0946,0.0984,0.1022,0.1059,0.1096,0.1134,ALLNET Deutschland,1170702.158072
W128792508,USW-PRO-MAX-48-POE,930.21,0.0071,0.0526,0.0403,Used,0.025,0.0477,0.0477,0.0477,0.0477,0.0477,0.0514,0.0552,0.0589,0.0627,0.0664,0.0702,0.074,0.0777,0.0814,0.0852,0.089,0.0927,0.0964,0.1002,ALLNET Deutschland,15563745.150129
W126203903,U-CABLE-PATCH-RJ45-BL,1.48,0.0878,0.082,,No Main Competitor,0.082,0.082,0.082,0.082,0.082,0.082,0.0857,0.0895,0.0932,0.097,0.1007,0.1045,0.1082,0.112,0.1157,0.1195,0.1232,0.127,0.13,0.13,No comp data,38100.956132
W128981841,UACC-OFC-MM-0.5M,3.32,0.1235,0.0694,0.0633,Used,0.0633,0.0669,0.0669,0.0669,0.0669,0.0669,0.0707,0.0744,0.0782,0.0819,0.0857,0.0894,0.0932,0.0969,0.1007,0.1044,0.1082,0.1119,0.1157,0.1194,ALLNET Deutschland,16036.425224
W129238904,UNVR-INSTANT,150.26,0.0535,0.0771,0.031,Used,0.031,0.0587,0.0587,0.0587,0.0587,0.0587,0.0624,0.0662,0.07,0.0737,0.0775,0.0812,0.085,0.0887,0.0925,0.0962,0.1,0.1037,0.1075,0.1112,ALLNET Deutschland,1124238.601847
W129147769,USW-PRO-XG-48,1477.02,0.0332,0.0526,0.0834,Used,0.0332,0.0649,0.0649,0.0649,0.0649,0.0649,0.0687,0.0724,0.0761,0.0799,0.0837,0.0874,0.0912,0.0949,0.0987,0.1024,0.1062,0.1099,0.1137,0.1174,Wortmann AG,444948.095999
W128791912,UACC-FLEX-CAM-PWM-BLACK-3,25.85,,0.0623,0.036,Used,0.036,0.0518,0.0518,0.0518,0.0518,0.0518,0.0555,0.0593,0.063,0.0668,0.0706,0.0743,0.078,0.0818,0.0856,0.0893,0.093,0.0968,0.1006,0.1043,ALLNET Deutschland,6146.698208
W128863977,UICARE-UCK-G2-PLUS-D,176.31,,0.1019,,No Competitor Data,0.0994,0.1019,0.1019,0.1019,0.1019,0.1019,0.1054,0.1089,0.1124,0.1159,0.1195,0.123,0.1265,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,2160.344886
